Temperature,Humidity,Light,CO2,Occupancy
-0.32360932230344175,1.302034228572275,-0.6136883808802601,-0.4694128008887939,0
-0.9365734835038001,-1.1525216847154722,-0.6136883808802601,-0.5001669358434525,0
1.554617759877438,0.04130970841564146,1.7123013397773947,0.5518365770882827,1
0.6302546932543895,1.3080606364124232,1.8406672184008854,1.6505015361581075,1
-1.2086377903467869,0.17509596246668035,-0.6136883808802601,-0.45032402746866157,0
1.0629352776311345,-0.932256478158475,1.8714750292705233,0.6027399728753021,1
-0.32360932230344175,1.3222226948367397,-0.6136883808802601,-0.48850157430892616,0
-1.2086377903467869,0.8621064562422871,-0.4776205495393598,-0.5489493568060116,0
-0.8152918045497454,0.37215949883915694,-0.6136883808802601,-0.5314513145042238,0
-0.22527282585417963,-1.1989250250845325,-0.6136883808802601,-0.45032402746866157,0
0.5712527953848309,-0.09609239033948014,-0.6136883808802601,-0.47895718759886,0
-1.2086377903467869,0.2094464871554609,-0.6136883808802601,-0.4471425652319729,0
0.26640965639212394,-1.108528907482479,1.5736661908640246,-0.07332075242104923,1
0.3745798024863102,-0.2226469549823549,-0.6136883808802601,-0.5250883900308463,0
-1.0021311478033383,-1.12660813100289,-0.6136883808802601,-0.5044088854923697,0
-1.2086377903467869,0.26549208006873387,-0.6136883808802601,-0.456686951942039,0
-0.32360932230344175,1.2960078207321435,-0.6136883808802601,-0.43759817852190674,0
1.3309022304553708,2.1719462002960417,1.6660896234729379,3.9162328923865957,1
-0.9037946513540799,-1.1464952768753416,-0.6136883808802601,-0.4853201120722374,0
0.05498618902621354,1.490359473576559,1.537723744849447,-0.2506872721164449,1
0.32049472943921703,-0.9367762840385774,1.6814935289077568,0.32118056492835106,1
1.0629352776311345,-0.953047585206947,1.989571637604135,0.6186472840587456,1
-0.9037946513540799,0.5366804328748943,-0.6136883808802601,-0.5441771634509786,0
1.4235024312784557,-1.3977964838090504,1.108125937722829,-0.4694128008887939,0
-1.306974286796049,1.042898691446394,-0.6136883808802601,-0.5473586256876674,0
-0.8742937024193005,-1.180845801564122,-0.6136883808802601,-0.5033483980801413,0
-0.1171026797599934,-1.212484442724841,0.2720361816218269,-0.4646406075337608,0
-0.608785162006297,-1.2712419191661757,-0.6136883808802601,-0.5521308190427003,0
-1.2086377903467869,0.2998426047575144,-0.6136883808802601,-0.5075903477290584,0
1.947963745674483,0.46255561644121046,2.0819950702130483,1.5699044928286705,1
1.6431206066817725,0.20492668127535785,2.3053516990179226,1.4529857556303603,1
-0.5104486655570348,-0.09609239033948014,-0.6136883808802601,-0.5171347344391245,0
1.0629352776311345,-1.1953091803804503,2.259139982713466,0.08177553161752549,1
